U:0,U:1,U:2,p,vtkValidPointMask,arc_length,Points:0,Points:1,Points:2,Point ID
0.373346,-2.17569e-14,0,1080.43,1,36,-64,0,0.5,180
0.373363,-1.93754e-14,0,1080.33,1,36.2,-63.8,0,0.5,181
0.373381,-1.6994e-14,0,1080.24,1,36.4,-63.6,0,0.5,182
0.373399,-1.46126e-14,0,1080.14,1,36.6,-63.4,0,0.5,183
0.373416,-1.22312e-14,0,1080.04,1,36.8,-63.2,0,0.5,184
0.373434,-9.84974e-15,0,1079.95,1,37,-63,0,0.5,185
0.373451,-7.4683e-15,0,1079.85,1,37.2,-62.8,0,0.5,186
0.373469,-5.08687e-15,0,1079.76,1,37.4,-62.6,0,0.5,187
0.373487,-2.70548e-15,0,1079.66,1,37.6,-62.4,0,0.5,188
0.373504,-3.24048e-16,0,1079.57,1,37.8,-62.2,0,0.5,189
0.373522,2.05739e-15,0,1079.47,1,38,-62,0,0.5,190
0.373539,4.43882e-15,0,1079.38,1,38.2,-61.8,0,0.5,191
0.373557,6.82025e-15,0,1079.28,1,38.4,-61.6,0,0.5,192
0.373575,9.20164e-15,0,1079.19,1,38.6,-61.4,0,0.5,193
0.373592,1.15831e-14,0,1079.09,1,38.8,-61.2,0,0.5,194
0.37361,1.39645e-14,0,1079,1,39,-61,0,0.5,195
0.373627,1.63459e-14,0,1078.9,1,39.2,-60.8,0,0.5,196
0.373645,1.87274e-14,0,1078.81,1,39.4,-60.6,0,0.5,197
0.373663,2.11088e-14,0,1078.71,1,39.6,-60.4,0,0.5,198
0.37368,2.34902e-14,0,1078.61,1,39.8,-60.2,0,0.5,199
0.373698,2.58716e-14,0,1078.52,1,40,-60,0,0.5,200
0.373715,2.82531e-14,0,1078.42,1,40.2,-59.8,0,0.5,201
0.373733,3.06345e-14,0,1078.33,1,40.4,-59.6,0,0.5,202
0.373751,3.30159e-14,0,1078.23,1,40.6,-59.4,0,0.5,203
0.373768,3.53973e-14,0,1078.14,1,40.8,-59.2,0,0.5,204
0.373786,3.77788e-14,0,1078.04,1,41,-59,0,0.5,205
0.373803,4.01602e-14,0,1077.95,1,41.2,-58.8,0,0.5,206
0.373821,4.25416e-14,0,1077.85,1,41.4,-58.6,0,0.5,207
0.373804,4.00102e-14,0,1077.76,1,41.6,-58.4,0,0.5,208
0.373786,3.72837e-14,0,1077.67,1,41.8,-58.2,0,0.5,209
0.373768,3.45572e-14,0,1077.59,1,42,-58,0,0.5,210
0.37375,3.18307e-14,0,1077.5,1,42.2,-57.8,0,0.5,211
