p,U:0,U:1,U:2,IntegrationTime,Vorticity:0,Vorticity:1,Vorticity:2,Rotation,AngularVelocity,Normals:0,Normals:1,Normals:2,Points:0,Points:1,Points:2,Point ID
1048.94,0.00198719,0.000958209,0,531.312,0,0,-0.0359637,2.63252e-17,0,8.74207e-09,-1.91746e-08,-1,-0.378746,-2.59959,0.5,33
1048.97,0.00168758,0.000350879,0,543.037,0,0,-0.035676,2.63252e-17,0,4.35879e-09,-2.06177e-08,-1,-0.354443,-2.59091,0.5,34
1048.99,0.00146068,-0.00011734,0,552.344,0,0,-0.035172,2.63252e-17,0,-1.79159e-09,-2.09971e-08,-1,-0.338499,-2.58973,0.5,35
1048.99,0.00126406,-0.000533553,0,561.88,0,0,-0.0255236,2.63252e-17,0,-9.8363e-09,-2.38617e-08,-1,-0.325,-2.59309,0.5,36
1048.99,0.00110778,-0.000880239,0,572.715,0,0,-0.0247086,2.63252e-17,0,-1.92277e-08,-2.277e-08,-1,-0.312274,-2.60069,0.5,37
1048.97,0.000868241,-0.00142531,0,591.694,0,0,-0.0229953,2.63252e-17,0,-2.52835e-08,-1.57773e-08,-1,-0.294934,-2.62101,0.5,38
1048.92,0.000626118,-0.00199773,0,614.114,0,0,-0.0205102,2.63252e-17,0,-2.83021e-08,-9.33635e-09,-1,-0.280076,-2.65525,0.5,39
1048.86,0.000422741,-0.00250077,0,635.205,0,0,-0.0176339,2.63252e-17,0,-2.93297e-08,-5.28662e-09,-1,-0.270108,-2.69823,0.5,40
1048.79,0.000267385,-0.00274203,0,657.841,0,0,-0.00778859,2.63252e-17,0,-2.96497e-08,-3.01246e-09,-1,-0.262737,-2.75515,0.5,41
1048.73,0.000151118,-0.00290634,0,676.727,0,0,-0.00622663,2.63252e-17,0,-2.97828e-08,-1.07856e-09,-1,-0.258904,-2.80704,0.5,42
1048.53,-0.000155405,-0.00323038,0,731.382,0,0,-0.00186404,2.63252e-17,-0,-2.97695e-08,1.39884e-09,-1,-0.259116,-2.96604,0.5,43
1048.37,-0.000448531,-0.00318835,0,779.858,0,0,-0.00342872,2.63252e-17,-0,-2.94769e-08,4.39209e-09,-1,-0.273604,-3.12209,0.5,44
1048.24,-0.000803143,-0.00280292,0,831.158,0,0,-0.00122166,2.63252e-17,-0,-2.87471e-08,7.86022e-09,-1,-0.306918,-3.28373,0.5,45
1048.19,-0.00102726,-0.00250982,0,860.791,0,0,-0.00386813,2.63252e-17,-0,-2.74942e-08,1.15e-08,-1,-0.334947,-3.36541,0.5,46
1048.14,-0.00129307,-0.00215301,0,893.043,0,0,-0.00254776,2.63252e-17,-0,-2.56731e-08,1.5135e-08,-1,-0.373877,-3.44364,0.5,47
1048.12,-0.00150742,-0.00190325,0,917.324,0,0,-0.00447209,2.63252e-17,-0,-2.33174e-08,1.85601e-08,-1,-0.408467,-3.49381,0.5,48
1048.09,-0.00170613,-0.00161818,0,942.344,0,0,-0.00302664,2.63252e-17,-0,-2.03456e-08,2.1777e-08,-1,-0.449436,-3.5386,0.5,49
1048.06,-0.00196027,-0.00130202,0,973.575,4.6484e-19,2.6796e-19,-0.00449889,1.79638e-17,-5.35467e-19,-1.84525e-08,2.7744e-08,-1,-0.50679,-3.58432,0.5,50
1048.03,-0.00219219,-0.000982487,0,1005.8,-0,0,-0.00272727,9.33707e-18,0,-1.48064e-08,3.33622e-08,-1,-0.573228,-3.62068,0.5,51
1047.99,-0.00238334,-0.000616626,0,1043.18,0,0,-0.00408059,9.33707e-18,-0,-9.32603e-09,3.52887e-08,-1,-0.657958,-3.65014,0.5,52
1047.94,-0.00246967,-0.0002806,0,1078.71,0,0,-0.00556568,9.33707e-18,-0,-4.16328e-09,3.6262e-08,-1,-0.74391,-3.66597,0.5,53
1047.88,-0.0024048,5.89112e-05,0,1112.94,0,0,-0.00736651,9.33707e-18,0,1.01491e-09,3.64861e-08,-1,-0.82882,-3.66992,0.5,54
1047.83,-0.00216035,0.000424259,0,1145.18,0,0,-0.00944556,9.33707e-18,0,7.1169e-09,3.87771e-08,-1,-0.905883,-3.66203,0.5,55
1047.8,-0.00194021,0.000676806,0,1164.83,0,0,-0.010682,9.33707e-18,0,1.69935e-08,3.85691e-08,-1,-0.947653,-3.65087,0.5,56
1047.76,-0.00116063,0.00135488,0,1206.04,0,0,-0.0138846,9.33707e-18,0,3.08897e-08,3.23145e-08,-1,-1.01814,-3.60578,0.5,57
1047.76,-0.00088688,0.00158834,0,1217.95,0,0,-0.0186156,9.33707e-18,0,4.16024e-08,2.21289e-08,-1,-1.03037,-3.58845,0.5,58
1047.76,-0.000453577,0.00195283,0,1234.63,0,0,-0.0198001,9.33707e-18,0,4.82972e-08,1.0482e-08,-1,-1.04113,-3.56017,0.5,59
1047.77,0.000173427,0.00248244,0,1258.96,0,0,-0.0213529,9.33707e-18,0,5.14924e-08,-3.61462e-09,-1,-1.04423,-3.51168,0.5,60
1047.8,0.000995038,0.00316368,0,1283.15,0,0,-0.0271794,9.33707e-18,0,4.96205e-08,-1.42245e-08,-1,-1.03206,-3.45287,0.5,61
1047.83,0.00148703,0.00356126,0,1297.61,0,0,-0.0281229,9.33707e-18,0,4.74201e-08,-2.03928e-08,-1,-1.01542,-3.4079,0.5,62
1047.89,0.00238786,0.0043318,0,1320.78,0,0,-0.0340453,9.33707e-18,0,4.74631e-08,-2.51761e-08,-1,-0.975905,-3.32772,0.5,63
1047.92,0.00267097,0.00456576,0,1329.46,0,0,-0.0346125,9.33707e-18,0,4.79973e-08,-2.83704e-08,-1,-0.954683,-3.29044,0.5,64
1047.96,0.00318803,0.00497256,0,1341.07,0,0,-0.0398373,9.33707e-18,0,4.70375e-08,-2.99349e-08,-1,-0.922571,-3.23809,0.5,65
1048.01,0.00354935,0.0052481,0,1350.54,0,0,-0.0405396,9.33707e-18,0,4.77978e-08,-3.23426e-08,-1,-0.891771,-3.19142,0.5,66
1048.07,0.00383666,0.00537362,0,1362.68,0,0,-0.0406312,9.33707e-18,0,4.85439e-08,-3.45861e-08,-1,-0.847902,-3.12817,0.5,67
1048.14,0.0041836,0.00561647,0,1373.85,0,0,-0.046079,9.33707e-18,0,4.78775e-08,-3.55029e-08,-1,-0.804363,-3.06866,0.5,68
1048.19,0.00428141,0.00565373,0,1381.44,0,0,-0.0467035,9.33707e-18,0,4.74037e-08,-3.61332e-08,-1,-0.772426,-3.02617,0.5,69
1048.26,0.00436653,0.00552024,0,1391.16,0,0,-0.0458425,9.33707e-18,0,4.68023e-08,-3.69088e-08,-1,-0.730296,-2.97167,0.5,70
1048.31,0.0042853,0.00523807,0,1398.39,0,0,-0.0464583,9.33707e-18,0,4.62151e-08,-3.76414e-08,-1,-0.698362,-2.93197,0.5,71
1048.42,0.00418265,0.00499173,0,1412.12,0,0,-0.0476089,9.33707e-18,0,4.56303e-08,-3.83483e-08,-1,-0.639256,-2.8603,0.5,72
1048.53,0.00379176,0.00431558,0,1425.6,0,0,-0.0435446,9.33707e-18,0,4.42594e-08,-3.99226e-08,-1,-0.582152,-2.79362,0.5,73
1048.68,0.00310258,0.00292158,0,1445.82,0,0,-0.0450677,9.33707e-18,0,4.15986e-08,-4.26881e-08,-1,-0.50219,-2.70943,0.5,74
1048.73,0.00286746,0.00250745,0,1453.78,0,0,-0.0409901,9.33707e-18,0,3.92118e-08,-4.48904e-08,-1,-0.476998,-2.68671,0.5,75
1048.77,0.002681,0.00217914,0,1462.22,0,0,-0.0414234,9.33707e-18,0,3.70739e-08,-4.66716e-08,-1,-0.452472,-2.66596,0.5,76
1048.84,0.00231391,0.00152965,0,1474.64,0,0,-0.0417723,9.33707e-18,0,3.32304e-08,-4.94819e-08,-1,-0.418065,-2.64032,0.5,77
1048.87,0.002087,0.00112222,0,1481.84,0,0,-0.0346568,9.33707e-18,0,2.78777e-08,-5.26835e-08,-1,-0.400978,-2.63003,0.5,78
1048.9,0.00187661,0.000695855,0,1491.41,0,0,-0.0345607,9.33707e-18,0,1.85472e-08,-5.66455e-08,-1,-0.380378,-2.62055,0.5,79
1048.93,0.00153839,-7.1353e-07,0,1505.4,0,0,-0.0339473,9.33707e-18,0,1.52866e-09,-5.9585e-08,-1,-0.353096,-2.61497,0.5,80
1048.94,0.00133286,-0.000433029,0,1514.8,0,0,-0.0332735,9.33707e-18,0,-1.76264e-08,-5.69388e-08,-1,-0.338862,-2.61713,0.5,81
1048.94,0.00117335,-0.000774759,0,1522.82,0,0,-0.0325617,9.33707e-18,0,-3.47793e-08,-5.06474e-08,-1,-0.328761,-2.62201,0.5,82
1048.93,0.000971443,-0.00122982,0,1538.05,0,0,-0.0225648,9.33707e-18,0,-5.06144e-08,-4.07066e-08,-1,-0.313214,-2.6366,0.5,83
1048.9,0.00077311,-0.0016899,0,1554.76,0,0,-0.0208345,9.33707e-18,0,-6.054e-08,-2.78532e-08,-1,-0.299841,-2.65904,0.5,84
1048.85,0.000550896,-0.00222373,0,1575.69,0,0,-0.0182625,9.33707e-18,0,-6.44735e-08,-1.68541e-08,-1,-0.287436,-2.69585,0.5,85
1048.79,0.000363189,-0.00255665,0,1598.2,0,0,-0.0153119,9.33707e-18,0,-6.59183e-08,-9.7813e-09,-1,-0.277887,-2.74649,0.5,86
1048.73,0.000220477,-0.00278503,0,1617.62,0,0,-0.0133824,9.33707e-18,0,-6.64912e-08,-4.45151e-09,-1,-0.27247,-2.79635,0.5,87
1048.58,-6.38792e-05,-0.00320176,0,1662.35,0,0,-0.008761,9.33707e-18,-0,-6.66228e-08,1.51418e-09,-1,-0.269288,-2.92121,0.5,88
1048.4,-0.000397361,-0.00317754,0,1716.2,0,0,-0.00458914,9.33707e-18,-0,-6.61109e-08,8.38079e-09,-1,-0.281504,-3.09316,0.5,89
1048.27,-0.000730467,-0.00289602,0,1763.69,0,0,-0.00230079,9.33707e-18,-0,-6.47028e-08,1.59511e-08,-1,-0.308902,-3.24265,0.5,90
1048.2,-0.000989009,-0.00259557,0,1796.97,0,0,-0.00429127,9.33707e-18,-0,-6.3573e-08,2.49281e-08,-1,-0.338465,-3.33749,0.5,91
1048.15,-0.00130479,-0.00220533,0,1833.25,0,0,-0.00274886,9.33707e-18,-0,-5.99801e-08,3.58799e-08,-1,-0.381811,-3.42833,0.5,92
1048.11,-0.00162953,-0.00178454,0,1870.09,0,0,-0.00463489,9.33707e-18,-0,-5.15062e-08,4.72451e-08,-1,-0.437546,-3.5043,0.5,93
1048.07,-0.00194829,-0.00134974,0,1909.69,8.97636e-19,1.90917e-19,-0.00481596,-7.429e-18,-8.46588e-19,-4.00817e-08,5.91648e-08,-1,-0.509409,-3.56722,0.5,94
1048.01,-0.00228443,-0.000825882,0,1960.02,0,0,-0.00421168,-2.8733e-17,-0,-2.72077e-08,6.77408e-08,-1,-0.615378,-3.62128,0.5,95
1047.98,-0.00240083,-0.000587925,0,1983.87,0,0,-0.00442662,-2.8733e-17,-0,-1.49244e-08,7.14586e-08,-1,-0.670832,-3.63796,0.5,96
1047.9,-0.00238843,5.98617e-06,0,2040.33,0,0,-0.0073809,-2.8733e-17,0,-2.40733e-09,7.29608e-08,-1,-0.809058,-3.65457,0.5,97
1047.87,-0.00229018,0.000247468,0,2061.95,0,0,-0.00867818,-2.8733e-17,0,9.42311e-09,7.23897e-08,-1,-0.860596,-3.6518,0.5,98
1047.82,-0.00194854,0.000644254,0,2091.89,0,0,-0.0105713,-2.8733e-17,0,2.13703e-08,6.98024e-08,-1,-0.927993,-3.63777,0.5,99
1047.8,-0.00173021,0.000873508,0,2107.85,0,0,-0.0117318,-2.8733e-17,0,3.35304e-08,6.48443e-08,-1,-0.95827,-3.62536,0.5,100
1047.79,-0.00142612,0.00113471,0,2124.32,0,0,-0.0129157,-2.8733e-17,0,4.64768e-08,5.62937e-08,-1,-0.985168,-3.60829,0.5,101
1047.78,-0.00100313,0.00149187,0,2143.24,0,0,-0.0180955,-2.8733e-17,0,6.08364e-08,4.03485e-08,-1,-1.00873,-3.5833,0.5,102
1047.77,-0.000491846,0.00191984,0,2163.61,0,0,-0.0195555,-2.8733e-17,0,7.01044e-08,2.03579e-08,-1,-1.02344,-3.54995,0.5,103
1047.78,-0.000132465,0.00222187,0,2177.49,0,0,-0.0204987,-2.8733e-17,0,7.28335e-08,4.93509e-09,-1,-1.02754,-3.5228,0.5,104
1047.79,0.000228583,0.00252319,0,2189.13,0,0,-0.0254968,-2.8733e-17,0,7.27623e-08,-5.89164e-09,-1,-1.02716,-3.49693,0.5,105
1047.8,0.000558644,0.00279619,0,2198.37,0,0,-0.0261664,-2.8733e-17,0,7.13169e-08,-1.55875e-08,-1,-1.02373,-3.47377,0.5,106
1047.83,0.00121922,0.00333326,0,2218.73,0,0,-0.0274914,-2.8733e-17,0,6.89423e-08,-2.40008e-08,-1,-1.00751,-3.41809,0.5,107
1047.85,0.00166714,0.00371062,0,2230.21,0,0,-0.0326762,-2.8733e-17,0,6.67015e-08,-2.96644e-08,-1,-0.992153,-3.38036,0.5,108
1047.88,0.00209037,0.00407219,0,2240.79,0,0,-0.0334034,-2.8733e-17,0,6.50339e-08,-3.31611e-08,-1,-0.973417,-3.3416,0.5,109
1047.91,0.00242834,0.00435199,0,2250.76,0,0,-0.0338838,-2.8733e-17,0,6.36755e-08,-3.57001e-08,-1,-0.951839,-3.30141,0.5,110
1047.95,0.00283672,0.00464323,0,2260.77,0,0,-0.0391115,-2.8733e-17,0,6.2388e-08,-3.79052e-08,-1,-0.926648,-3.25834,0.5,111
1047.99,0.00320021,0.00493641,0,2269.27,0,0,-0.0397517,-2.8733e-17,0,6.12642e-08,-3.9696e-08,-1,-0.901982,-3.21924,0.5,112
1048.04,0.00350016,0.00514529,0,2279.41,0,0,-0.0404863,-2.8733e-17,0,6.03665e-08,-4.10483e-08,-1,-0.868938,-3.16958,0.5,113
1048.08,0.00370409,0.00519364,0,2287.81,0,0,-0.0403378,-2.8733e-17,0,5.95215e-08,-4.22642e-08,-1,-0.8391,-3.12663,0.5,114
1048.12,0.00393656,0.00535339,0,2295.3,0,0,-0.0453941,-2.8733e-17,0,6.0043e-08,-4.4113e-08,-1,-0.811063,-3.08799,0.5,115
1048.17,0.00409235,0.0054488,0,2303.72,0,0,-0.046072,-2.8733e-17,0,6.0253e-08,-4.62897e-08,-1,-0.777655,-3.04308,0.5,116
1048.36,0.00406718,0.00489996,0,2330.13,0,0,-0.04637,-2.8733e-17,0,5.87661e-08,-4.81633e-08,-1,-0.665817,-2.9021,0.5,117
1048.46,0.00389188,0.00449772,0,2343.83,0,0,-0.0476575,-2.8733e-17,0,5.85987e-08,-5.06102e-08,-1,-0.609458,-2.83553,0.5,118
1048.53,0.00362593,0.00402104,0,2352.99,0,0,-0.0431332,-2.8733e-17,0,5.88329e-08,-5.45709e-08,-1,-0.573418,-2.79462,0.5,119
1048.67,0.00298439,0.00273157,0,2372.12,0,0,-0.044394,-2.8733e-17,0,5.56775e-08,-5.96771e-08,-1,-0.501088,-2.72053,0.5,120
1048.72,0.0026725,0.00211928,0,2382.67,0,0,-0.040143,-2.8733e-17,0,5.05054e-08,-6.41135e-08,-1,-0.468585,-2.69293,0.5,121
1048.79,0.00234041,0.0015218,0,2395.92,0,0,-0.0404709,-2.8733e-17,0,4.43871e-08,-6.84917e-08,-1,-0.432088,-2.6663,0.5,122
1048.83,0.00204162,0.000979098,0,2405.96,0,0,-0.0404032,-2.8733e-17,0,3.51634e-08,-7.36538e-08,-1,-0.40778,-2.65239,0.5,123
1048.86,0.00182043,0.000543752,0,2415.25,0,0,-0.033158,-2.8733e-17,0,2.22445e-08,-7.85272e-08,-1,-0.388185,-2.64476,0.5,124
1048.88,0.0015962,7.80479e-05,0,2425.69,0,0,-0.0326909,-2.8733e-17,0,4.61786e-10,-8.16157e-08,-1,-0.368718,-2.6412,0.5,125
1048.89,0.00129001,-0.000570958,0,2440.1,0,0,-0.0315956,-2.8733e-17,0,-3.04025e-08,-7.57432e-08,-1,-0.346233,-2.64505,0.5,126
1048.89,0.00108113,-0.00102556,0,2451.51,0,0,-0.030482,-2.8733e-17,0,-5.5105e-08,-6.02061e-08,-1,-0.332955,-2.65402,0.5,127
1048.88,0.000917264,-0.00139551,0,2462.99,0,0,-0.020962,-2.8733e-17,0,-6.79648e-08,-4.51899e-08,-1,-0.322189,-2.66727,0.5,128
1048.85,0.000766314,-0.00174777,0,2475.51,0,0,-0.0195742,-2.8733e-17,0,-7.50531e-08,-3.20682e-08,-1,-0.312341,-2.68568,0.5,129
1048.81,0.00055287,-0.00218362,0,2497,0,0,-0.0165498,-2.8733e-17,0,-8.01646e-08,-2.13778e-08,-1,-0.299601,-2.7246,0.5,130
1048.77,0.000409516,-0.00242917,0,2513.5,0,0,-0.0150689,-2.8733e-17,0,-8.32952e-08,-1.2936e-08,-1,-0.292039,-2.76099,0.5,131
1048.66,0.000145754,-0.00285297,0,2549.23,0,0,-0.0116917,-2.8733e-17,0,-8.54568e-08,-4.9603e-09,-1,-0.282975,-2.84849,0.5,132
1048.56,-6.67413e-05,-0.00314757,0,2579.83,0,0,-0.00826671,-2.8733e-17,-0,-8.68748e-08,1.51312e-09,-1,-0.281861,-2.93587,0.5,133
1048.47,-0.000233731,-0.00314605,0,2605.52,0,0,-0.0064459,-2.8733e-17,-0,-8.66029e-08,7.03196e-09,-1,-0.285709,-3.01667,0.5,134
1048.36,-0.000492633,-0.00312182,0,2642.27,0,0,-0.00363656,-2.8733e-17,-0,-8.57881e-08,1.37809e-08,-1,-0.298943,-3.1318,0.5,135
1048.27,-0.000761425,-0.00289455,0,2677.76,0,0,-0.00248431,-2.8733e-17,-0,-8.51403e-08,2.28623e-08,-1,-0.321667,-3.24159,0.5,136
1048.2,-0.00105045,-0.00253518,0,2713.57,0,0,-0.00442546,-2.8733e-17,-0,-8.27619e-08,3.38242e-08,-1,-0.355422,-3.34325,0.5,137
1048.16,-0.00130513,-0.00226836,0,2740.82,0,0,-0.00296141,-2.8733e-17,-0,-7.73557e-08,4.48297e-08,-1,-0.388285,-3.41036,0.5,138
1048.12,-0.00153747,-0.0019247,0,2768.67,0,0,-0.00503975,-2.8733e-17,-0,-6.97657e-08,5.59138e-08,-1,-0.429096,-3.47064,0.5,139
1048.09,-0.00179842,-0.00161823,0,2797.14,0,0,-0.00339644,-2.8733e-17,-0,-5.96546e-08,6.65953e-08,-1,-0.477174,-3.52162,0.5,140
1048.06,-0.00202044,-0.00126226,0,2827.13,-7.39189e-19,-3.99181e-19,-0.00510746,-1.61647e-17,8.38406e-19,-4.82587e-08,7.52642e-08,-1,-0.535003,-3.56525,0.5,141
1048.03,-0.00221385,-0.0010214,0,2850.95,0,0,-0.00643227,-6.17855e-18,-0,-3.79729e-08,8.23026e-08,-1,-0.584936,-3.59214,0.5,142
1048,-0.0023242,-0.000747682,0,2874.78,0,0,-0.00458451,-6.17855e-18,-0,-2.68749e-08,8.78375e-08,-1,-0.639064,-3.61317,0.5,143
1047.95,-0.0024108,-0.000330996,0,2913.05,0,0,-0.00608038,-6.17855e-18,-0,-1.24876e-08,9.10041e-08,-1,-0.73008,-3.63383,0.5,144
1047.89,-0.00231542,0.00010288,0,2951.18,0,0,-0.00801868,-6.17855e-18,0,2.19786e-09,9.18306e-08,-1,-0.822604,-3.63841,0.5,145
1047.86,-0.00219001,0.000342909,0,2970.87,0,0,-0.00930469,-6.17855e-18,0,1.46192e-08,9.06861e-08,-1,-0.868013,-3.63398,0.5,146
1047.84,-0.00196731,0.000600183,0,2989.71,0,0,-0.0104668,-6.17855e-18,0,2.70687e-08,8.7778e-08,-1,-0.908719,-3.62478,0.5,147
1047.82,-0.00173109,0.0008651,0,3007.85,0,0,-0.0116062,-6.17855e-18,0,4.08401e-08,8.36171e-08,-1,-0.94337,-3.6111,0.5,148
1047.8,-0.00151853,0.00106511,0,3020.5,0,0,-0.0162528,-6.17855e-18,0,5.53525e-08,7.6275e-08,-1,-0.96444,-3.59868,0.5,149
1047.8,-0.00119322,0.00133326,0,3034.31,0,0,-0.0173586,-6.17855e-18,0,7.40751e-08,5.82638e-08,-1,-0.983616,-3.58176,0.5,150
1047.79,-0.000499536,0.00191109,0,3062.76,0,0,-0.0194307,-6.17855e-18,0,8.92042e-08,3.04039e-08,-1,-1.00712,-3.53716,0.5,151
1047.79,-0.000206455,0.0021562,0,3074.36,0,0,-0.0202298,-6.17855e-18,0,9.39587e-08,7.3182e-09,-1,-1.01103,-3.51462,0.5,152
1047.81,0.000298233,0.00257375,0,3090.13,0,0,-0.0254611,-6.17855e-18,0,9.37867e-08,-9.26543e-09,-1,-1.01047,-3.48052,0.5,153
1047.82,0.000698946,0.00290165,0,3102.14,0,0,-0.0263083,-6.17855e-18,0,9.13797e-08,-2.30549e-08,-1,-1.00489,-3.44993,0.5,154
1047.86,0.00138612,0.00346397,0,3123.34,0,0,-0.0320286,-6.17855e-18,0,8.77724e-08,-3.4319e-08,-1,-0.985367,-3.38979,0.5,155
1047.9,0.00205069,0.00402995,0,3141.56,0,0,-0.0332455,-6.17855e-18,0,8.43076e-08,-4.21191e-08,-1,-0.956952,-3.32808,0.5,156
1047.94,0.00245388,0.00430082,0,3152.99,0,0,-0.0338824,-6.17855e-18,0,8.1939e-08,-4.65594e-08,-1,-0.932399,-3.28261,0.5,157
1047.97,0.00288824,0.004646,0,3163.29,0,0,-0.0390651,-6.17855e-18,0,8.01041e-08,-4.965e-08,-1,-0.906229,-3.23879,0.5,158
1048.02,0.00325269,0.00491981,0,3174.22,0,0,-0.0398602,-6.17855e-18,0,7.85703e-08,-5.20432e-08,-1,-0.873912,-3.18852,0.5,159
1048.08,0.00355447,0.00502043,0,3186.21,0,0,-0.0399749,-6.17855e-18,0,7.70705e-08,-5.42394e-08,-1,-0.834069,-3.13012,0.5,160
1048.14,0.00384701,0.0052073,0,3197.33,0,0,-0.0452191,-6.17855e-18,0,7.68648e-08,-5.65299e-08,-1,-0.793869,-3.07473,0.5,161
